name,latitude,longitude,subcategories/0,numberOfRooms,hotelClass,num_amenities,ceilhotelClass,energy_consumption,usable_area,cluster,color,area_to_energy_ratio,carbon_emission,efficiency
Pacific Residence 39,13.738854,100.57262,Hotel,21.0,0.0,47,0.0,68,406,1,High Efficiency,5.97,27.61,5.97
L.A. Tower Hotel,13.76415,100.54093,Bed and Breakfast,24.0,3.0,31,3.0,77,766,1,High Efficiency,9.95,58.98,9.95
Minshuku Hide,13.71738,100.56959,Specialty Lodging,30.0,0.0,0,0.0,70,650,1,High Efficiency,9.29,45.5,9.29
S&P Service Apartment,13.86113,100.61934,Specialty Lodging,70.0,2.0,18,2.0,184,1979,0,High Efficiency,10.76,364.14,10.76
New My House Guest House,13.76198,100.49484,Bed and Breakfast,100.0,0.0,2,0.0,222,2065,0,High Efficiency,9.3,458.43,9.3
Sara Sathorn Apartment,13.72593,100.49924,Bed and Breakfast,50.0,0.0,0,0.0,114,1137,1,High Efficiency,9.97,129.62,9.97
Ananpuri,13.793572,100.59803,Specialty Lodging,8.0,0.0,0,0.0,16,191,1,High Efficiency,11.94,3.06,11.94
T Series Place Serviced Apartment,13.704813,100.51516,Bed and Breakfast,18.0,3.0,56,3.0,69,528,1,High Efficiency,7.65,36.43,7.65
Monkeypig House,13.78317,100.62517,Bed and Breakfast,150.0,0.0,8,0.0,378,3087,2,Low Efficiency,8.17,1166.89,8.17
Yannawa Residence Bangkok,13.68414,100.53719,Specialty Lodging,4.0,0.0,1,0.0,8,83,1,High Efficiency,10.38,0.66,10.38
Ekkamai Prestige,13.71763,100.58849,Specialty Lodging,37.0,0.0,16,0.0,97,879,1,High Efficiency,9.06,85.26,9.06
Saithip Grandville,13.698807,100.598175,Specialty Lodging,6.0,0.0,0,0.0,14,112,1,High Efficiency,8.0,1.57,8.0
NRV Place Apart Hotel,13.8892,100.60063,Specialty Lodging,51.0,3.0,26,3.0,134,1597,0,High Efficiency,11.92,214.0,11.92
Phranakorn Grand View Hotel,13.87724,100.59248,Hotel,54.0,2.0,28,2.0,128,1727,0,High Efficiency,13.49,221.06,13.49
Scala Hostel,13.73984,100.51099,Specialty Lodging,19.0,0.0,5,0.0,45,424,1,High Efficiency,9.42,19.08,9.42
Pietra Hotel,13.785191,100.57435,Bed and Breakfast,42.0,3.0,51,3.0,117,1288,0,High Efficiency,11.01,150.7,11.01
The Heritage Hotel Sathorn,13.717667,100.52575,Hotel,28.0,4.0,10,4.0,64,963,1,High Efficiency,15.05,61.63,15.05
G9 Bangkok Hotel,13.80367,100.5563,Bed and Breakfast,36.0,2.0,17,2.0,95,1095,1,High Efficiency,11.53,104.02,11.53
39 Living Service Apartment,13.73655,100.57158,Specialty Lodging,7.0,3.0,1,3.0,14,230,1,High Efficiency,16.43,3.22,16.43
SPN Place Ratchada,13.76678,100.57008,Specialty Lodging,45.0,2.0,23,2.0,103,1349,0,High Efficiency,13.1,138.95,13.1
Santo House,13.753321,100.49712,Specialty Lodging,7.0,2.5,3,3.0,16,233,1,High Efficiency,14.56,3.73,14.56
Soravit Place Apartment,13.79874,100.58644,Specialty Lodging,48.0,2.0,19,2.0,112,1344,0,High Efficiency,12.0,150.53,12.0
A2 Hotel Bangkok,13.667094,100.61887,Hotel,79.0,0.0,20,0.0,182,1843,0,High Efficiency,10.13,335.43,10.13
T3 Residence,13.807935,100.60909,Bed and Breakfast,8.0,3.0,25,3.0,30,258,1,High Efficiency,8.6,7.74,8.6
Thanapa Apartment,13.81804,100.59698,Specialty Lodging,20.0,2.0,5,2.0,47,516,1,High Efficiency,10.98,24.25,10.98
Salathai Daily Mansion,13.72442,100.54798,Bed and Breakfast,11.0,1.0,1,1.0,25,259,1,High Efficiency,10.36,6.48,10.36
The Arni Sukhumvit 101,13.692006,100.61394,Bed and Breakfast,24.0,3.0,12,3.0,62,736,1,High Efficiency,11.87,45.63,11.87
Lumpini Residence,13.714607,100.53282,Bed and Breakfast,37.0,3.0,10,3.0,81,1168,0,High Efficiency,14.42,94.61,14.42
Phra Khanong Hostel,13.72661,100.57523,Specialty Lodging,8.0,0.0,5,0.0,19,167,1,High Efficiency,8.79,3.17,8.79
Grand Royal Plaza Hotel,13.662199,101.09248,Hotel,50.0,0.0,0,0.0,124,977,1,High Efficiency,7.88,121.15,7.88
The Le Paradis Bangkok Hotel & Residence,13.825473,100.56961,Specialty Lodging,50.0,3.0,35,3.0,138,1652,0,High Efficiency,11.97,227.98,11.97
Sawasdee House,13.7612,100.49607,Hotel,77.0,3.0,19,3.0,200,2555,0,Low Efficiency,12.78,511.0,12.78
Murraya Residence,13.80934,100.605835,Hotel,60.0,3.0,33,3.0,167,2064,0,High Efficiency,12.36,344.69,12.36
CNR House Hotel,13.712692,100.51562,Hotel,100.0,0.0,41,0.0,252,2024,0,Low Efficiency,8.03,510.05,8.03
Galleria@SUBWAY,13.83068,100.53278,Bed and Breakfast,100.0,3.0,0,3.0,217,3253,2,Low Efficiency,14.99,705.9,14.99
Inn 33,13.75081,100.54563,Specialty Lodging,18.0,3.0,9,3.0,48,621,1,High Efficiency,12.94,29.81,12.94
Cubic Pratunam,13.754565,100.53601,Hotel,88.0,2.0,46,2.0,212,2475,0,Low Efficiency,11.67,524.7,11.67
Airport Bed,13.79778,100.55927,Specialty Lodging,24.0,3.0,9,3.0,60,824,1,High Efficiency,13.73,49.44,13.73
Pleasant Point,13.705376,100.4861,Bed and Breakfast,45.0,3.0,7,3.0,114,1383,0,High Efficiency,12.13,157.66,12.13
White Palace Bangkok,13.754273,100.53809,Hotel,97.0,2.0,30,2.0,214,2521,0,Low Efficiency,11.78,539.49,11.78
Anda Boutique Hotel,13.803388,100.72372,Hotel,188.0,0.0,12,0.0,402,3998,2,Low Efficiency,9.95,1607.2,9.95
Moom Pon Khlai Hostel & Spa,13.789291,100.57602,Bed and Breakfast,20.0,0.0,2,0.0,41,478,1,High Efficiency,11.66,19.6,11.66
Chara Ville Serviced Apartment,13.749916,100.58796,Hotel,78.0,3.0,42,3.0,180,2569,0,Low Efficiency,14.27,462.42,14.27
Cow Hostel Khaosan,13.713687,100.55689,Specialty Lodging,10.0,0.0,1,0.0,24,231,1,High Efficiency,9.62,5.54,9.62
Tara Lake Hotel,13.786884,100.70476,Hotel,112.0,3.0,19,3.0,250,3667,2,Low Efficiency,14.67,916.75,14.67
Central Point Plaza,13.75893,100.49744,Bed and Breakfast,33.0,0.0,0,0.0,81,748,1,High Efficiency,9.23,60.59,9.23
J Two S Hotel,13.75526,100.53834,Specialty Lodging,70.0,2.0,8,2.0,159,2058,0,High Efficiency,12.94,327.22,12.94
Parkway Inn,13.741903,100.553665,Bed and Breakfast,25.0,3.0,31,3.0,78,792,1,High Efficiency,10.15,61.78,10.15
Expressotel by Ploenchit,13.735091,100.54844,Specialty Lodging,14.0,3.0,6,3.0,37,424,1,High Efficiency,11.46,15.69,11.46
Aspira Hiptique Sukhumvit 13,13.745955,100.558266,Hotel,50.0,3.0,36,3.0,142,1616,0,High Efficiency,11.38,229.47,11.38
New Life Emotional Detox,13.742455,100.57634,Specialty Lodging,4.0,0.0,10,0.0,15,91,1,High Efficiency,6.07,1.36,6.07
Siam Court,13.7416,100.55346,Specialty Lodging,152.0,0.0,15,0.0,370,3242,2,Low Efficiency,8.76,1199.54,8.76
Synsiri Lat Phrao 130,13.767625,100.63265,Hotel,85.0,3.0,18,3.0,201,2751,2,Low Efficiency,13.69,552.95,13.69
Le Touche Hotel,13.754586,100.53961,Specialty Lodging,48.0,3.0,30,3.0,118,1592,0,High Efficiency,13.49,187.86,13.49
Sabuydee Guesthouse,13.7898,100.54949,Specialty Lodging,24.0,0.0,1,0.0,55,503,1,High Efficiency,9.15,27.66,9.15
Bangkok City Inn,13.748806,100.54169,Hotel,98.0,2.0,23,2.0,224,2772,2,Low Efficiency,12.38,620.93,12.38
Friend's House Resort,13.942947,100.59166,Bed and Breakfast,60.0,2.0,49,2.0,174,1651,0,High Efficiency,9.49,287.27,9.49
The Vert Apartment,13.87142,100.62188,Specialty Lodging,41.0,2.5,32,3.0,99,1469,0,High Efficiency,14.84,145.43,14.84
Sida Resort Bangkok,13.7893,100.57712,Bed and Breakfast,33.0,0.0,28,0.0,89,800,1,High Efficiency,8.99,71.2,8.99
Donmuang Airport Guesthouse,13.912862,100.55468,Specialty Lodging,68.0,3.0,45,3.0,187,2241,0,High Efficiency,11.98,419.07,11.98
Boss Suites,13.735919,100.55226,Hotel,100.0,4.0,44,4.0,266,3698,2,Low Efficiency,13.9,983.67,13.9
china guest inn,13.7258,100.52525,Hotel,16.0,3.0,33,3.0,51,550,1,High Efficiency,10.78,28.05,10.78
NK Guesthouse,13.73646,100.55125,Specialty Lodging,22.0,3.0,8,3.0,56,757,1,High Efficiency,13.52,42.39,13.52
25 At Dorm Guest House,13.7619,100.49447,Specialty Lodging,22.0,0.0,0,0.0,52,447,1,High Efficiency,8.6,23.24,8.6
A-One Inn,13.74795,100.52972,Bed and Breakfast,31.0,3.0,32,3.0,88,1056,1,High Efficiency,12.0,92.93,12.0
L42 Hostel,13.77647,100.80326,Bed and Breakfast,16.0,2.5,0,3.0,39,520,1,High Efficiency,13.33,20.28,13.33
Living Naraa Place,13.715771,100.53153,Specialty Lodging,74.0,2.0,22,2.0,179,2259,0,High Efficiency,12.62,404.36,12.62
Pink Guest House,13.725264,100.57781,Specialty Lodging,5.0,2.0,21,2.0,22,136,1,High Efficiency,6.18,2.99,6.18
Cozy @ 9 Hotel & Kitchen,13.7539,100.58668,Bed and Breakfast,18.0,3.0,30,3.0,54,532,1,High Efficiency,9.85,28.73,9.85
Sakura House,13.75973,100.49896,Bed and Breakfast,11.0,0.0,0,0.0,22,224,1,High Efficiency,10.18,4.93,10.18
Thamrongin Hotel,13.767872,100.47708,Hotel,100.0,3.0,27,3.0,226,3047,2,Low Efficiency,13.48,688.62,13.48
Merlin Lodge,13.738143,100.552925,Hotel,20.0,0.0,13,0.0,50,434,1,High Efficiency,8.68,21.7,8.68
Beyond Suite Hotel,13.774821,100.48284,Hotel,75.0,3.5,18,4.0,168,2720,2,High Efficiency,16.19,456.96,16.19
Synsiri 5 Nawamin 96 Apartment,13.787691,100.65023,Hotel,51.0,3.0,20,3.0,138,1569,0,High Efficiency,11.37,216.52,11.37
The Green Residence: Rama 9,13.7564,100.55935,Specialty Lodging,54.0,0.0,0,0.0,114,1026,1,High Efficiency,9.0,116.96,9.0
Orchid Inn,13.7389,100.5529,Bed and Breakfast,10.0,3.0,21,3.0,34,350,1,High Efficiency,10.29,11.9,10.29
smileroom boutique,13.789053,100.58321,Specialty Lodging,45.0,0.0,0,0.0,106,1037,1,High Efficiency,9.78,109.92,9.78
Star Hostel Toksilp,13.755733,100.50057,Specialty Lodging,9.0,2.0,8,2.0,24,237,1,High Efficiency,9.88,5.69,9.88
VR Hostel,13.794844,100.54939,Specialty Lodging,16.0,2.0,27,2.0,52,464,1,High Efficiency,8.92,24.13,8.92
OYO 247 Diamond Place,13.978811,100.588295,Hotel,140.0,2.0,21,2.0,348,4432,2,Low Efficiency,12.74,1542.34,12.74
Star Dome Inn,13.759519,100.49778,Bed and Breakfast,50.0,0.0,20,0.0,114,994,1,High Efficiency,8.72,113.32,8.72
The Bangkok Major Suite,13.82795,100.57384,Hotel,11.0,3.0,5,3.0,29,381,1,High Efficiency,13.14,11.05,13.14
Veronica Residence,13.772191,100.5745,Hotel,60.0,3.0,27,3.0,163,1917,0,High Efficiency,11.76,312.47,11.76
Villa Cha-Cha Khaosan Rambuttri,13.759397,100.49846,Bed and Breakfast,44.0,3.0,18,3.0,99,1407,0,High Efficiency,14.21,139.29,14.21
Mike's Place Hotel,13.74613,100.55344,Hotel,40.0,0.0,10,0.0,96,833,1,High Efficiency,8.68,79.97,8.68
The Rabbit's hole hostel,13.688279,100.6093,Specialty Lodging,15.0,0.0,19,0.0,45,330,1,High Efficiency,7.33,14.85,7.33
Penguin Residence,13.918608,100.578445,Bed and Breakfast,16.0,2.0,31,2.0,56,460,1,High Efficiency,8.21,25.76,8.21
Romruen Resort,13.72205,100.72464,Specialty Lodging,32.0,0.0,0,0.0,73,636,1,High Efficiency,8.71,46.43,8.71
FX Hotel Nana,13.747693,100.55249,Hotel,72.0,0.0,0,0.0,178,1483,0,High Efficiency,8.33,263.97,8.33
The Residence Airport & Spa,13.677034,100.657364,Hotel,40.0,3.0,37,3.0,100,1354,0,High Efficiency,13.54,135.4,13.54
Bangkok Home Stay,13.732574,100.35701,Specialty Lodging,2.0,0.0,7,0.0,8,45,1,High Efficiency,5.62,0.36,5.62
Nest Boutique Resort,13.727452,100.7356,Hotel,60.0,3.0,16,3.0,147,1915,0,High Efficiency,13.03,281.5,13.03
Sapphirtel Inn,13.72503,100.52234,Hotel,80.0,2.5,27,3.0,203,2645,0,Low Efficiency,13.03,536.93,13.03
Business Inn at Sukhumvit 11 by Hjz,13.740311,100.55679,Hotel,32.0,0.0,21,0.0,77,664,1,High Efficiency,8.62,51.13,8.62
Baghdad Boutique,13.72886,100.57304,Specialty Lodging,29.0,3.0,25,3.0,79,1009,1,High Efficiency,12.77,79.71,12.77
SP Power Lodge,13.72169,100.70468,Hotel,43.0,0.0,2,0.0,98,957,1,High Efficiency,9.77,93.79,9.77
The Tower Praram 9 Hotel,13.75546,100.5658,Hotel,60.0,3.0,23,3.0,159,1914,0,High Efficiency,12.04,304.33,12.04
Bangkok Room by City Court,13.746392,100.58482,Specialty Lodging,35.0,2.0,19,2.0,91,1034,1,High Efficiency,11.36,94.09,11.36
13 Coins Tower Hotel Ratchada,13.78534,100.57629,Hotel,50.0,2.0,33,2.0,137,1407,0,High Efficiency,10.27,192.76,10.27
The Lavish Residence By Favstay,13.74729,100.57207,Specialty Lodging,71.0,0.0,0,0.0,174,1438,0,High Efficiency,8.26,250.21,8.26
The Room Hostel,13.82449,100.59174,Specialty Lodging,5.0,0.0,0,0.0,11,106,1,High Efficiency,9.64,1.17,9.64
Synsiri Resort Panya-Ramintra,13.776147,100.5434,Specialty Lodging,140.0,3.0,0,3.0,348,4707,2,Low Efficiency,13.53,1638.04,13.53
H.TEL RESORT,13.66999,100.6135,Specialty Lodging,90.0,3.0,3,3.0,213,3109,2,Low Efficiency,14.6,662.22,14.6
Greenville Serviced Apartment,14.06588,100.64866,Specialty Lodging,10.0,2.5,0,3.0,23,338,1,High Efficiency,14.7,7.77,14.7
K.S. House,13.7626,100.49791,Bed and Breakfast,56.0,0.0,24,0.0,141,1214,0,High Efficiency,8.61,171.17,8.61
Waratee Spa Resort Villa,13.78749,100.67591,Specialty Lodging,3.0,3.0,2,3.0,7,92,1,High Efficiency,13.14,0.64,13.14
Solis Residence,13.671255,100.61423,Specialty Lodging,60.0,4.0,17,4.0,134,2062,0,High Efficiency,15.39,276.31,15.39
Mana Hostel,13.709432,100.5982,Specialty Lodging,3.0,2.0,6,2.0,10,92,1,High Efficiency,9.2,0.92,9.2
Leelawadee Modern Resort Huaykwang,13.780262,100.57016,Hotel,83.0,3.0,34,3.0,201,2814,2,Low Efficiency,14.0,565.61,14.0
NR Guesthouse,13.783611,100.617805,Specialty Lodging,7.0,2.0,9,2.0,18,217,1,High Efficiency,12.06,3.91,12.06
Rainbow Khaosan Hostel and Guesthouse,13.759382,100.49533,Specialty Lodging,30.0,2.0,18,2.0,69,847,1,High Efficiency,12.28,58.44,12.28
Nana Inn,13.72886,100.57304,Bed and Breakfast,7.0,0.0,0,0.0,16,171,1,High Efficiency,10.69,2.74,10.69
Muangphol Mansion,13.746632,100.52956,Hotel,83.0,2.0,24,2.0,220,2314,0,Low Efficiency,10.52,509.08,10.52
SN Mansion (Sarasinee Mansion),13.782054,100.563866,Specialty Lodging,130.0,2.0,24,2.0,302,3590,2,Low Efficiency,11.89,1084.18,11.89
Ozone Hotel Samyan,13.735719,100.52285,Hotel,42.0,0.0,76,0.0,130,818,1,High Efficiency,6.29,106.34,6.29
OYO 568 Art Hotel Hua Lamphong,13.73984,100.517456,Hotel,29.0,2.0,0,2.0,68,835,1,High Efficiency,12.28,56.78,12.28
The Heritage Hotels Srinakarin,13.690408,100.640015,Hotel,97.0,3.0,38,3.0,240,3045,2,Low Efficiency,12.69,730.8,12.69
OYO 388 Slt Apartment,13.701958,100.637505,Bed and Breakfast,27.0,0.0,1,0.0,55,581,1,High Efficiency,10.56,31.96,10.56
The Heritage Bangkok,13.723865,100.52972,Hotel,109.0,3.0,33,3.0,244,3776,2,High Efficiency,15.48,921.34,15.48
D Day Suite Mengjai,13.79329,100.54224,Specialty Lodging,68.0,3.0,4,3.0,165,2112,0,High Efficiency,12.8,348.48,12.8
Longzhu Guesthouse,13.69291,100.49244,Hotel,60.0,0.0,17,0.0,133,1275,0,High Efficiency,9.59,169.58,9.59
Wachi Hostel,13.72022,100.48652,Specialty Lodging,16.0,2.0,43,2.0,62,488,1,High Efficiency,7.87,30.26,7.87
Mueang Mueang Inn Bangkok,13.71525,100.59382,Specialty Lodging,4.0,0.0,29,0.0,23,89,1,High Efficiency,3.87,2.05,3.87
13 Coins Antique Villa,13.72665,100.5203,Bed and Breakfast,15.0,2.0,17,2.0,42,443,1,High Efficiency,10.55,18.61,10.55
Orchid Place,13.73706,100.56118,Specialty Lodging,19.0,3.0,16,3.0,55,617,1,High Efficiency,11.22,33.94,11.22
The Montana Lodge,13.7069,100.524345,Hotel,80.0,0.0,22,0.0,198,1880,0,High Efficiency,9.49,372.24,9.49
Khaosan Holiday Guest house,13.758631,100.497055,Bed and Breakfast,21.0,3.0,26,3.0,64,683,1,High Efficiency,10.67,43.71,10.67
Thanapa Mansion,13.880702,100.60799,Specialty Lodging,50.0,2.0,22,2.0,119,1451,0,High Efficiency,12.19,172.67,12.19
OYO 236 A Sleep Bangkok Sathorn,13.719111,100.52854,Hotel,28.0,0.0,0,0.0,60,640,1,High Efficiency,10.67,38.4,10.67
Four Sons House,13.762175,100.493866,Bed and Breakfast,2.0,0.0,0,0.0,4,44,1,High Efficiency,11.0,0.18,11.0
Velentine resort,13.71445,100.74126,Bed and Breakfast,40.0,0.0,2,0.0,87,961,1,High Efficiency,11.05,83.61,11.05
Suayai Guest House,13.82314,100.57925,Bed and Breakfast,47.0,0.0,16,0.0,119,1095,1,High Efficiency,9.2,130.3,9.2
Silom Avenue Inn,13.724654,100.522316,Hotel,30.0,3.0,29,3.0,86,969,1,High Efficiency,11.27,83.33,11.27
Lee House,13.743591,100.6236,Hotel,20.0,0.0,5,0.0,45,403,1,High Efficiency,8.96,18.14,8.96
Grand Living Place,13.79009,100.57867,Bed and Breakfast,25.0,2.0,14,2.0,62,702,1,High Efficiency,11.32,43.52,11.32
Latin Garden,13.66885,100.42837,Hotel,120.0,2.0,21,2.0,293,3383,2,Low Efficiency,11.55,991.22,11.55
Honey House 1,13.72864,100.56499,Bed and Breakfast,13.0,3.0,11,3.0,32,410,1,High Efficiency,12.81,13.12,12.81
K House 71 Apartment,13.71759,100.59929,Specialty Lodging,60.0,0.0,0,0.0,131,1239,0,High Efficiency,9.46,162.31,9.46
Hello Hostel,13.760528,100.49895,Specialty Lodging,11.0,2.0,11,2.0,32,328,1,High Efficiency,10.25,10.5,10.25
Green Point Resort,13.84132,100.85062,Hotel,144.0,0.0,25,0.0,316,2992,2,Low Efficiency,9.47,945.47,9.47
New Empire Hotel,13.73867,100.51182,Hotel,130.0,2.0,14,2.0,294,3446,2,Low Efficiency,11.72,1013.12,11.72
BS Premier Airport Hotel,13.720098,100.73937,Hotel,138.0,3.0,40,3.0,348,4232,2,Low Efficiency,12.16,1472.74,12.16
OYO 425 Gedkanok Apartment,13.890065,100.61445,Bed and Breakfast,36.0,2.0,6,2.0,80,1028,1,High Efficiency,12.85,82.24,12.85
Moeleng Boutique Residence (S2S Boutique),13.757468,100.54377,Bed and Breakfast,38.0,0.0,11,0.0,89,822,1,High Efficiency,9.24,73.16,9.24
Panasiri,13.706189,100.50643,Hotel,12.0,0.0,0,0.0,29,252,1,High Efficiency,8.69,7.31,8.69
The Hub Bangkok Residence,13.731799,100.63713,Hotel,35.0,0.0,8,0.0,83,752,1,High Efficiency,9.06,62.42,9.06
Sukhumvit 20 Hotel,13.73788,100.55574,Bed and Breakfast,12.0,3.0,43,3.0,50,376,1,High Efficiency,7.52,18.8,7.52
Diamond City Hotel,13.752111,100.52737,Hotel,90.0,3.0,33,3.0,242,2747,2,Low Efficiency,11.35,664.77,11.35
Bangkok Residence,13.75253,100.54551,Specialty Lodging,21.0,0.0,0,0.0,49,496,1,High Efficiency,10.12,24.3,10.12
Pinnacle Dream,13.743578,100.5533,Hotel,42.0,2.0,22,2.0,103,1102,1,High Efficiency,10.7,113.51,10.7
Amazing House,13.763314,100.50009,Bed and Breakfast,15.0,0.0,5,0.0,35,295,1,High Efficiency,8.43,10.32,8.43
JN Place,13.9885,100.6579,Bed and Breakfast,10.0,0.0,31,0.0,38,226,1,High Efficiency,5.95,8.59,5.95
The Matta,13.721416,100.57406,Specialty Lodging,1.0,0.0,44,0.0,25,20,1,High Efficiency,0.8,0.5,0.8
The Son,13.75546,100.5658,Hotel,60.0,2.0,0,2.0,139,1906,0,High Efficiency,13.71,264.93,13.71
Sathorn Saint View Serviced Apartment,13.716006,100.523315,Specialty Lodging,116.0,2.0,29,2.0,304,3343,2,Low Efficiency,11.0,1016.27,11.0
Tacoma Garden Airport Lodge,13.744677,100.63595,Bed and Breakfast,15.0,2.0,15,2.0,39,406,1,High Efficiency,10.41,15.83,10.41
Na Suttisan Resort,13.79072,100.56314,Bed and Breakfast,35.0,0.0,23,0.0,84,676,1,High Efficiency,8.05,56.78,8.05
OYO 508 Middlewayhouse,13.823548,100.701836,Hotel,20.0,0.0,1,0.0,50,372,1,High Efficiency,7.44,18.6,7.44
MT-Room,13.914197,100.55626,Specialty Lodging,16.0,2.0,32,2.0,53,521,1,High Efficiency,9.83,27.61,9.83
BS Residence Suvarnabhumi,13.719992,100.73942,Specialty Lodging,98.0,3.0,39,3.0,247,3440,2,Low Efficiency,13.93,849.68,13.93
White Orchid Inn,13.74107,100.55299,Bed and Breakfast,25.0,2.0,18,2.0,67,798,1,High Efficiency,11.91,53.47,11.91
Sitdhi Guest House,13.7601,100.49292,Bed and Breakfast,50.0,0.0,1,0.0,107,1106,1,High Efficiency,10.34,118.34,10.34
Niagara Hotel,13.74539,100.6298,Hotel,91.0,3.0,3,3.0,184,2675,0,Low Efficiency,14.54,492.2,14.54
W18 Hostel,13.726968,100.5332,Specialty Lodging,4.0,0.0,10,0.0,15,82,1,High Efficiency,5.47,1.23,5.47
Yorying Hostel,13.7633,100.49823,Specialty Lodging,3.0,2.0,22,2.0,18,85,1,High Efficiency,4.72,1.53,4.72
13 Coins Airport Hotel Minburi,13.797292,100.73296,Hotel,90.0,3.0,32,3.0,223,2915,2,Low Efficiency,13.07,650.04,13.07
Snooze hotel thonglor bangkok,13.733903,100.57973,Bed and Breakfast,9.0,3.0,35,3.0,38,291,1,High Efficiency,7.66,11.06,7.66
OYO 471 Sunshine Apartment,13.669833,100.68623,Specialty Lodging,20.0,0.0,15,0.0,53,472,1,High Efficiency,8.91,25.02,8.91
Siam Star Hotel,13.754524,100.54087,Hotel,50.0,2.5,12,3.0,128,1595,0,High Efficiency,12.46,204.16,12.46
Bangkok House Guest House,13.763956,100.49804,Bed and Breakfast,16.0,0.0,15,0.0,40,305,1,High Efficiency,7.62,12.2,7.62
Blooms Residence,13.718314,100.55238,Bed and Breakfast,10.0,3.0,27,3.0,35,318,1,High Efficiency,9.09,11.13,9.09
Al-Fatima Guest House,13.72606,100.57519,Bed and Breakfast,6.0,0.0,14,0.0,21,131,1,High Efficiency,6.24,2.75,6.24
Thai Cozy House,13.760107,100.498695,Hotel,54.0,2.0,36,2.0,135,1769,0,High Efficiency,13.1,238.82,13.1
Lee House Inn,13.73063,100.5333,Specialty Lodging,3.0,0.0,11,0.0,12,68,1,High Efficiency,5.67,0.82,5.67
Kawin Place Guesthouse,13.758723,100.49688,Hotel,50.0,0.0,1,0.0,117,988,1,High Efficiency,8.44,115.6,8.44
OYO 941 Chom’s House @Sapanmai,13.88898,100.60075,Bed and Breakfast,10.0,0.0,0,0.0,22,225,1,High Efficiency,10.23,4.95,10.23
H2 Hotel,13.71383,100.52726,Specialty Lodging,65.0,3.0,7,3.0,134,2196,0,High Efficiency,16.39,294.26,16.39
Alpine Suites Pratunam Hotel,13.75482,100.53983,Hotel,95.0,3.0,32,3.0,227,2864,2,Low Efficiency,12.62,650.13,12.62
New C.H. Guest House,13.75687,100.50276,Bed and Breakfast,20.0,1.5,22,2.0,52,564,1,High Efficiency,10.85,29.33,10.85
Bangkok Corner Room by Homepital,13.746446,100.58501,Bed and Breakfast,10.0,0.0,20,0.0,33,196,1,High Efficiency,5.94,6.47,5.94
Convenient Resort,13.719074,100.7565,Hotel,67.0,3.0,11,3.0,164,2129,0,High Efficiency,12.98,349.16,12.98
Woodlands Inn,13.72803,100.515564,Hotel,75.0,3.0,38,3.0,196,2557,0,Low Efficiency,13.05,501.17,13.05
Royal Garden Home Hotel,13.746396,100.55356,Specialty Lodging,39.0,3.0,30,3.0,110,1288,0,High Efficiency,11.71,141.68,11.71
Howard Square Boutique Hotel,13.696416,100.513115,Hotel,95.0,3.0,31,3.0,243,3031,2,Low Efficiency,12.47,736.53,12.47
OYO 519 B Min Airport,13.799938,100.71253,Hotel,45.0,0.0,0,0.0,90,913,1,High Efficiency,10.14,82.17,10.14
OYO 926 Sydney Resort,14.5592,100.16472,Hotel,10.0,0.0,0,0.0,21,228,1,High Efficiency,10.86,4.79,10.86
Sweethome Guest House,13.753723,100.54259,Hotel,8.0,2.0,0,2.0,17,241,1,High Efficiency,14.18,4.1,14.18
Strand Inn,13.728422,100.5321,Specialty Lodging,29.0,2.0,10,2.0,67,849,1,High Efficiency,12.67,56.88,12.67
Sun City Hotel,13.7457,100.556,Hotel,17.0,3.0,36,3.0,52,553,1,High Efficiency,10.63,28.76,10.63
Orchid House,13.72872,100.57302,Specialty Lodging,12.0,2.0,1,2.0,28,380,1,High Efficiency,13.57,10.64,13.57
Prince House,13.7547,100.5373,Bed and Breakfast,18.0,3.0,32,3.0,61,562,1,High Efficiency,9.21,34.28,9.21
New Trocadero Hotel Bangkok,13.7254,100.51712,Hotel,110.0,3.0,10,3.0,270,3703,2,Low Efficiency,13.71,999.81,13.71
The Wing Design Hotel,13.843356,100.56682,Hotel,88.0,3.0,19,3.0,227,2676,0,Low Efficiency,11.79,607.45,11.79
S 6 Sukhumvit Hotel Bangkok,13.739338,100.55545,Hotel,152.0,0.0,20,0.0,329,2841,2,Low Efficiency,8.64,934.69,8.64
The Prestige Nana,13.73621,100.60244,Hotel,39.0,3.0,42,3.0,114,1324,0,High Efficiency,11.61,150.94,11.61
Khurana Inn,13.754364,100.54014,Bed and Breakfast,46.0,3.0,9,3.0,114,1611,0,High Efficiency,14.13,183.65,14.13
Nantra Sukhumvit 39,13.731187,100.57034,Hotel,68.0,3.0,25,3.0,168,2121,0,High Efficiency,12.62,356.33,12.62
Asia Residence 14 Bangkapi,13.77522,100.64251,Specialty Lodging,50.0,3.0,20,3.0,112,1603,0,High Efficiency,14.31,179.54,14.31
The Boss's Place,13.72334,100.55045,Hotel,22.0,3.0,11,3.0,54,680,1,High Efficiency,12.59,36.72,12.59
