name,latitude,longitude,subcategories/0,numberOfRooms,hotelClass,num_amenities,ceilhotelClass,energy_consumption,usable_area,cluster,color,area_to_energy_ratio,carbon_emission,efficiency
Nantra De Comfort,13.729937,100.581085,Bed and Breakfast,29.0,3.0,14,3.0,74,954,1,High Efficiency,12.89,70.6,12.89
Marigold Sukhumvit,13.651934,100.59956,Specialty Lodging,70.0,2.0,41,2.0,190,1843,0,High Efficiency,9.7,350.17,9.7
Eight Ville,13.72886,100.57304,Specialty Lodging,13.0,2.0,20,2.0,37,357,1,High Efficiency,9.65,13.21,9.65
Pho Hostel,13.745023,100.49152,Specialty Lodging,18.0,2.0,31,2.0,59,537,1,High Efficiency,9.1,31.68,9.1
TUB Mansion,13.906333,100.50933,Bed and Breakfast,5.0,3.0,23,3.0,23,174,1,High Efficiency,7.57,4.0,7.57
Rainforest Guesthouse,13.72606,100.57519,Bed and Breakfast,10.0,3.0,22,3.0,36,323,1,High Efficiency,8.97,11.63,8.97
Reflections Rooms in Bangkok,13.79174,100.5424,Hotel,17.0,3.0,12,3.0,42,533,1,High Efficiency,12.69,22.39,12.69
Grandpa's Hostel,13.766732,100.48439,Specialty Lodging,4.0,0.0,33,0.0,25,88,1,High Efficiency,3.52,2.2,3.52
FIRST 1 Boutique House at Sukhumvit 1,13.747072,100.55104,Specialty Lodging,15.0,2.0,34,2.0,56,455,1,High Efficiency,8.12,25.48,8.12
Mariya Lady Hostel,13.72161,100.78396,Specialty Lodging,6.0,2.0,19,2.0,23,178,1,High Efficiency,7.74,4.09,7.74
The Park Residence @ Bangkok,13.779,100.57334,Hotel,69.0,3.0,40,3.0,179,2092,0,High Efficiency,11.69,374.47,11.69
Mango Lagoon Place,13.761507,100.49427,Hotel,49.0,3.0,28,3.0,122,1617,0,High Efficiency,13.25,197.27,13.25
P-Park Residence (Rama 9-Suvarnabhumi),13.727565,100.61203,Specialty Lodging,40.0,3.0,35,3.0,112,1372,0,High Efficiency,12.25,153.66,12.25
S3 Siam Bangkok Hotel,13.748893,100.52738,Hotel,79.0,4.0,0,4.0,173,3016,2,High Efficiency,17.43,521.77,17.43
Baannai The Reminiscence,13.779618,100.530594,Bed and Breakfast,4.0,3.0,61,3.0,46,129,1,High Efficiency,2.8,5.93,2.8
Sri Krungthep Hotel,13.753939,100.50238,Hotel,68.0,2.0,26,2.0,159,1868,0,High Efficiency,11.75,297.01,11.75
In My Bed Hostel,13.72063,100.49819,Specialty Lodging,16.0,2.0,30,2.0,52,457,1,High Efficiency,8.79,23.76,8.79
Tanatawey Places,13.7575,100.557045,Hotel,100.0,0.0,19,0.0,248,1875,0,Low Efficiency,7.56,465.0,7.56
Lily Residence,13.67744,100.60643,Specialty Lodging,50.0,3.0,29,3.0,118,1661,0,High Efficiency,14.08,196.0,14.08
S L A bar n'bed,13.76441,100.50549,Specialty Lodging,3.0,2.0,37,2.0,27,93,1,High Efficiency,3.44,2.51,3.44
Casa 17 Hotel,13.769362,100.48358,Hotel,80.0,0.0,79,0.0,213,1633,0,High Efficiency,7.67,347.83,7.67
Q Hotel,13.74604,100.57699,Bed and Breakfast,41.0,3.0,21,3.0,97,1409,0,High Efficiency,14.53,136.67,14.53
HOP INN Bangkok Onnut Station,13.703452,100.60008,Hotel,133.0,0.0,0,0.0,300,3070,2,Low Efficiency,10.23,921.0,10.23
Serene Bangkok,13.822816,100.57743,Bed and Breakfast,8.0,3.0,15,3.0,24,274,1,High Efficiency,11.42,6.58,11.42
Sabai Sabai Liveabord Bangkok,13.755175,100.48895,Bed and Breakfast,4.0,0.0,0,0.0,8,84,1,High Efficiency,10.5,0.67,10.5
Banthat Thong Hostel,13.738331,100.52132,Specialty Lodging,8.0,2.0,20,2.0,29,227,1,High Efficiency,7.83,6.58,7.83
Lost Inn Bkk,13.767997,100.50247,Specialty Lodging,30.0,2.5,13,3.0,70,1096,1,High Efficiency,15.66,76.72,15.66
Popcorn Ratchada House,13.768799,100.57434,Specialty Lodging,14.0,2.0,37,2.0,49,442,1,High Efficiency,9.02,21.66,9.02
Khemmanatt Boutique Hotel,13.717161,100.52529,Specialty Lodging,4.0,3.0,41,3.0,32,132,1,High Efficiency,4.12,4.22,4.12
Grand Pinnacle,13.722409,100.77166,Bed and Breakfast,40.0,3.0,21,3.0,105,1246,0,High Efficiency,11.87,130.83,11.87
Wealth 30th Apartments,13.67425,100.67525,Specialty Lodging,20.0,3.0,20,3.0,56,676,1,High Efficiency,12.07,37.86,12.07
The Embassy Sathorn,13.723866,100.538185,Hotel,108.0,3.0,54,3.0,288,3556,2,Low Efficiency,12.35,1024.13,12.35
Thong Ta Resort Suvarnabhumi,13.719698,100.775826,Hotel,60.0,2.5,29,3.0,154,1938,0,High Efficiency,12.58,298.45,12.58
iCheck inn Residences Sukhumvit 20,13.729124,100.56322,Hotel,23.0,3.0,35,3.0,75,729,1,High Efficiency,9.72,54.68,9.72
Diamond & Rust Hostel,13.91202,100.59607,Specialty Lodging,32.0,2.0,19,2.0,77,929,1,High Efficiency,12.06,71.53,12.06
Steve Boutique Hostel,13.77126,100.50119,Bed and Breakfast,10.0,2.0,11,2.0,27,303,1,High Efficiency,11.22,8.18,11.22
Swutel Hotel,13.744814,100.56322,Bed and Breakfast,29.0,3.0,52,3.0,101,997,1,High Efficiency,9.87,100.7,9.87
All That Bangkok - Hostel,13.716255,100.52806,Specialty Lodging,4.0,2.0,47,2.0,32,121,1,High Efficiency,3.78,3.87,3.78
Naturbliss Boutique Residence,13.844135,100.65263,Specialty Lodging,8.0,0.0,36,0.0,38,181,1,High Efficiency,4.76,6.88,4.76
Bella B All Suite Hotel,13.720882,100.506676,Specialty Lodging,74.0,3.0,24,3.0,179,2533,0,High Efficiency,14.15,453.41,14.15
Hotel California,13.73762,100.55266,Bed and Breakfast,20.0,3.0,9,3.0,45,637,1,High Efficiency,14.16,28.66,14.16
The Kinn,13.752905,100.58875,Hotel,72.0,3.0,28,3.0,163,2480,0,High Efficiency,15.21,404.24,15.21
Yaya Guesthouse,13.725981,100.52091,Specialty Lodging,8.0,2.0,18,2.0,29,236,1,High Efficiency,8.14,6.84,8.14
Every Surawong,13.730063,100.52844,Bed and Breakfast,13.0,3.0,53,3.0,56,428,1,High Efficiency,7.64,23.97,7.64
Romance Apartment Sukhumvit 97,13.698597,100.60783,Bed and Breakfast,30.0,2.0,25,2.0,87,777,1,High Efficiency,8.93,67.6,8.93
Asia Place,13.723145,100.449745,Specialty Lodging,16.0,3.0,47,3.0,64,528,1,High Efficiency,8.25,33.79,8.25
P2 Boutique Hotel,13.750258,100.546234,Hotel,64.0,3.0,37,3.0,153,1970,0,High Efficiency,12.88,301.41,12.88
Siam Tharadol,13.698452,100.61017,Bed and Breakfast,37.0,4.0,55,4.0,107,1325,0,High Efficiency,12.38,141.78,12.38
Q Space Residence,13.800033,100.57035,Specialty Lodging,60.0,3.0,31,3.0,145,2086,0,High Efficiency,14.39,302.47,14.39
Karaarom Hotel,13.722973,100.57636,Bed and Breakfast,50.0,0.0,0,0.0,105,970,1,High Efficiency,9.24,101.85,9.24
Visut House,13.756145,100.51013,Specialty Lodging,20.0,2.0,19,2.0,61,559,1,High Efficiency,9.16,34.1,9.16
Grey Sheep Hostel,13.736964,100.51936,Specialty Lodging,5.0,2.0,5,2.0,12,149,1,High Efficiency,12.42,1.79,12.42
Siam Bright Suite,13.727272,100.51884,Bed and Breakfast,10.0,0.0,6,0.0,26,227,1,High Efficiency,8.73,5.9,8.73
Bangkok Unique Serviced Apartment,13.759831,100.569954,Specialty Lodging,48.0,0.0,6,0.0,110,904,1,High Efficiency,8.22,99.44,8.22
Feel Good Bangkok Hostel,13.769839,100.48411,Specialty Lodging,5.0,2.0,35,2.0,32,161,1,High Efficiency,5.03,5.15,5.03
The Cosy River,13.717979,100.5081,Specialty Lodging,9.0,0.0,20,0.0,29,184,1,High Efficiency,6.34,5.34,6.34
Nine@Silom,13.722932,100.5259,Specialty Lodging,3.0,2.0,11,2.0,12,77,1,High Efficiency,6.42,0.92,6.42
The Capital Sukhumvit 30/1,13.726535,100.57343,Specialty Lodging,64.0,3.0,41,3.0,177,2126,0,High Efficiency,12.01,376.3,12.01
Studio Asoke,13.735834,100.56202,Hotel,15.0,3.0,34,3.0,55,490,1,High Efficiency,8.91,26.95,8.91
Pratunam Casa Hotel,13.75291,100.54166,Hotel,4.0,0.0,22,0.0,21,79,1,High Efficiency,3.76,1.66,3.76
Very Thai House,13.762125,100.49715,Specialty Lodging,21.0,0.0,15,0.0,58,416,1,High Efficiency,7.17,24.13,7.17
Hostelling International Bangkok (Bangkok International Youth Hostel),13.769857,100.50606,Specialty Lodging,15.0,0.0,16,0.0,42,350,1,High Efficiency,8.33,14.7,8.33
Pingplalee House Bangkok,13.78271,100.542274,Specialty Lodging,4.0,0.0,11,0.0,13,77,1,High Efficiency,5.92,1.0,5.92
Spinning Bear Hostel,13.780083,100.64643,Specialty Lodging,3.0,2.0,18,2.0,17,83,1,High Efficiency,4.88,1.41,4.88
Hotel PT Court,13.76139,100.53782,Specialty Lodging,40.0,3.0,37,3.0,104,1311,0,High Efficiency,12.61,136.34,12.61
HOP INN Bangkok Krung Thonburi Station,13.721295,100.50349,Hotel,120.0,0.0,15,0.0,272,2452,0,Low Efficiency,9.01,666.94,9.01
Glitz Bangkok Hotel,13.72706,100.52221,Hotel,14.0,3.0,38,3.0,54,421,1,High Efficiency,7.8,22.73,7.8
Kangvan Mansion Donmuang,13.914085,100.58778,Bed and Breakfast,22.0,0.0,15,0.0,52,459,1,High Efficiency,8.83,23.87,8.83
Blue Jasmine Hostel,13.74787,100.51632,Specialty Lodging,4.0,2.0,16,2.0,18,120,1,High Efficiency,6.67,2.16,6.67
IsHOME& Hashery,13.763194,100.49938,Bed and Breakfast,5.0,3.0,10,3.0,16,163,1,High Efficiency,10.19,2.61,10.19
Reno Hotel,13.74797,100.51969,Hotel,58.0,3.0,40,3.0,159,1992,0,High Efficiency,12.53,316.73,12.53
Nana City Hotel,13.73968,100.553154,Bed and Breakfast,35.0,2.0,15,2.0,87,987,1,High Efficiency,11.34,85.87,11.34
Baan Mek Mok,13.68898,100.60606,Hotel,98.0,3.0,24,3.0,253,3208,2,Low Efficiency,12.68,811.62,12.68
Regent Suvarnabhumi Hotel,13.720356,100.73032,Hotel,72.0,3.0,39,3.0,179,2421,0,High Efficiency,13.53,433.36,13.53
Casa Luxe Hotel & Resident,13.820299,100.583176,Hotel,98.0,2.0,28,2.0,228,2668,0,Low Efficiency,11.7,608.3,11.7
K79 Room Hostel,13.707205,100.60052,Specialty Lodging,12.0,2.0,27,2.0,42,334,1,High Efficiency,7.95,14.03,7.95
Taewez Guesthouse,13.772006,100.50324,Hotel,31.0,0.0,17,0.0,84,750,1,High Efficiency,8.93,63.0,8.93
Theme Boutique Hotel,13.754285,100.53698,Bed and Breakfast,20.0,3.0,51,3.0,74,673,1,High Efficiency,9.09,49.8,9.09
S50 Sukhumvit,13.703602,100.594345,Specialty Lodging,24.0,3.0,31,3.0,75,738,1,High Efficiency,9.84,55.35,9.84
SV Place,13.7227,100.76596,Specialty Lodging,32.0,3.0,17,3.0,74,967,1,High Efficiency,13.07,71.56,13.07
Metropark Sathorn Residence,13.70908,100.45132,Specialty Lodging,18.0,0.0,20,0.0,47,401,1,High Efficiency,8.53,18.85,8.53
Villa 91 Guesthouse,13.887416,100.60804,Specialty Lodging,3.0,2.0,20,2.0,17,85,1,High Efficiency,5.0,1.44,5.0
The Campus Hostel,13.724665,100.57982,Specialty Lodging,48.0,2.0,27,2.0,118,1512,0,High Efficiency,12.81,178.42,12.81
Le Tada Residence,13.76254,100.54078,Hotel,82.0,3.0,9,3.0,185,2770,2,Low Efficiency,14.97,512.45,14.97
OYO 231 Atlas Bangkok Hotel,13.741082,100.555595,Specialty Lodging,45.0,2.0,27,2.0,121,1225,0,High Efficiency,10.12,148.22,10.12
Aspira One Sutthisan,13.789807,100.57437,Hotel,112.0,4.0,4,4.0,251,4221,2,High Efficiency,16.82,1059.47,16.82
Sovereign Group Hotel,13.750008,100.53777,Hotel,59.0,3.5,28,4.0,140,2050,0,High Efficiency,14.64,287.0,14.64
POD Hostel Cafe Designshop,13.767082,100.53989,Specialty Lodging,23.0,0.0,14,0.0,54,525,1,High Efficiency,9.72,28.35,9.72
Jono Bangkok Asok Hotel,13.733807,100.560905,Hotel,65.0,0.0,23,0.0,162,1434,0,High Efficiency,8.85,232.31,8.85
Siam Best Hotel,13.752496,100.536896,Specialty Lodging,31.0,0.0,10,0.0,76,654,1,High Efficiency,8.61,49.7,8.61
Zent And Bao Hostel,13.761423,100.49921,Specialty Lodging,4.0,2.0,8,2.0,13,105,1,High Efficiency,8.08,1.36,8.08
KENCOZY Accommodation,13.789188,100.54892,Bed and Breakfast,16.0,2.0,40,2.0,61,454,1,High Efficiency,7.44,27.69,7.44
Sathorn Place,13.70615,100.53708,Hotel,50.0,0.0,15,0.0,121,990,1,High Efficiency,8.18,119.79,8.18
Wayla Hostel,13.766541,100.50078,Specialty Lodging,3.0,1.5,14,2.0,14,95,1,High Efficiency,6.79,1.33,6.79
Beanstalk Bangkok,13.72576,100.51834,Specialty Lodging,57.0,3.0,39,3.0,135,1799,0,High Efficiency,13.33,242.86,13.33
Zleepmotion Bangkok,13.73063,100.56482,Bed and Breakfast,20.0,0.0,16,0.0,52,376,1,High Efficiency,7.23,19.55,7.23
Chaba Suvarnabhumi Airport,13.719707,100.73033,Hotel,38.0,3.0,18,3.0,92,1131,1,High Efficiency,12.29,104.05,12.29
Greenview Ekamai 10,13.72576,100.59038,Specialty Lodging,36.0,3.0,45,3.0,101,1263,0,High Efficiency,12.5,127.56,12.5
Sleepstation @Pratunam,13.754307,100.53933,Hotel,66.0,3.0,48,3.0,178,2112,0,High Efficiency,11.87,375.94,11.87
Glow Sukhumvit 5,13.71494,100.55733,Hotel,78.0,3.0,19,3.0,187,2574,0,Low Efficiency,13.76,481.34,13.76
The First Chapter,13.72026,100.49522,Specialty Lodging,17.0,0.0,23,0.0,52,358,1,High Efficiency,6.88,18.62,6.88
56 Hotel Sukhumvit,13.677469,100.63606,Hotel,69.0,0.0,68,0.0,200,1457,0,High Efficiency,7.28,291.4,7.28
Siamese Studio,13.757984,100.56996,Specialty Lodging,13.0,0.0,22,0.0,42,303,1,High Efficiency,7.21,12.73,7.21
Lantana Resort Hotel,13.79289,100.57398,Hotel,65.0,3.0,43,3.0,178,2073,0,High Efficiency,11.65,368.99,11.65
Sampheng Apartment,13.74137,100.50521,Specialty Lodging,5.0,2.0,9,2.0,17,147,1,High Efficiency,8.65,2.5,8.65
Ten Stars Inn,13.753505,100.538506,Hotel,100.0,3.0,35,3.0,219,3250,2,Low Efficiency,14.84,711.75,14.84
BKK Home 24 Boutique Hotel,13.73762,100.559166,Bed and Breakfast,16.0,3.0,41,3.0,60,532,1,High Efficiency,8.87,31.92,8.87
Songthai Suvarnabhumi Hotel & Homestay,13.72526,100.75437,Specialty Lodging,6.0,0.0,8,0.0,19,115,1,High Efficiency,6.05,2.18,6.05
Louis Tavern Hotel,13.874348,100.58178,Hotel,100.0,4.0,46,4.0,273,4029,2,Low Efficiency,14.76,1099.92,14.76
Stay Plus Hotel Bangkok,13.754397,100.526505,Hotel,19.0,0.0,28,0.0,61,415,1,High Efficiency,6.8,25.32,6.8
3rd Rock Gallery,13.742375,100.62381,Bed and Breakfast,5.0,3.0,64,3.0,48,175,1,High Efficiency,3.65,8.4,3.65
SPB Paradise,13.78703,100.576675,Bed and Breakfast,132.0,3.0,21,3.0,292,4203,2,Low Efficiency,14.39,1227.28,14.39
Sanctuary House Bangkok,13.720607,100.547,Specialty Lodging,10.0,0.0,16,0.0,30,220,1,High Efficiency,7.33,6.6,7.33
Syama Sukhumvit 20,13.733797,100.56348,Bed and Breakfast,14.0,3.0,49,3.0,58,429,1,High Efficiency,7.4,24.88,7.4
Feel Like Home Dormitory & Cafe,13.69308,100.63885,Specialty Lodging,3.0,2.0,1,2.0,7,91,1,High Efficiency,13.0,0.64,13.0
Double Trees Residence,13.741385,100.5804,Specialty Lodging,24.0,3.0,5,3.0,59,802,1,High Efficiency,13.59,47.32,13.59
Shangarila Suite,13.72436,100.52942,Hotel,30.0,4.0,12,4.0,70,1092,1,High Efficiency,15.6,76.44,15.6
14 Place,13.683497,100.48224,Hotel,50.0,3.0,16,3.0,119,1574,0,High Efficiency,13.23,187.31,13.23
Khaosan River Inn Hostel,13.78328,100.50701,Specialty Lodging,12.0,2.0,2,2.0,25,328,1,High Efficiency,13.12,8.2,13.12
A&M Apartment,13.787897,100.59826,Specialty Lodging,40.0,2.5,28,3.0,98,1330,0,High Efficiency,13.57,130.34,13.57
Eco House,13.75427,100.52095,Hotel,33.0,0.0,22,0.0,87,774,1,High Efficiency,8.9,67.34,8.9
Tidjai Bangkok Hostel,13.758229,100.56419,Specialty Lodging,10.0,2.0,39,2.0,44,296,1,High Efficiency,6.73,13.02,6.73
August Residence,13.739302,100.56654,Bed and Breakfast,20.0,3.0,42,3.0,62,703,1,High Efficiency,11.34,43.59,11.34
Aiim's Tales Canal Boutique House,13.72204,100.45929,Bed and Breakfast,6.0,3.0,7,3.0,17,209,1,High Efficiency,12.29,3.55,12.29
Artino Hotel,13.725485,100.53381,Hotel,18.0,0.0,20,0.0,49,366,1,High Efficiency,7.47,17.93,7.47
Wire Bangkok Prakhanong Hotel & Cafe,13.71214,100.59308,Hotel,30.0,0.0,5,0.0,69,671,1,High Efficiency,9.72,46.3,9.72
Le Bonheur,13.794611,100.54951,Specialty Lodging,16.0,2.0,46,2.0,63,465,1,High Efficiency,7.38,29.3,7.38
Yadoya@Thonglor,13.72555,100.57931,Bed and Breakfast,30.0,2.5,15,3.0,68,974,1,High Efficiency,14.32,66.23,14.32
Aryan Suites Hotel Bangkok,13.785742,100.56596,Hotel,60.0,2.0,9,2.0,143,1616,0,High Efficiency,11.3,231.09,11.3
Lita Bangkok,13.76295,100.54455,Specialty Lodging,9.0,2.0,12,2.0,28,252,1,High Efficiency,9.0,7.06,9.0
Mango Bedroom Inn,13.75211,100.54691,Specialty Lodging,14.0,2.0,18,2.0,40,403,1,High Efficiency,10.07,16.12,10.07
Bangkok Legend Guesthouse,13.755228,100.53162,Specialty Lodging,4.0,2.0,12,2.0,15,122,1,High Efficiency,8.13,1.83,8.13
The Chilli Bangkok Hotel,13.732319,100.516914,Hotel,24.0,2.0,33,2.0,76,775,1,High Efficiency,10.2,58.9,10.2
The Capital Mansion,13.78858,100.54673,Specialty Lodging,56.0,3.0,12,3.0,125,1908,0,High Efficiency,15.26,238.5,15.26
Fat Cat Hostel,13.763832,100.49952,Specialty Lodging,2.0,2.0,7,2.0,8,58,1,High Efficiency,7.25,0.46,7.25
Restdot Hostel,13.722244,100.53601,Specialty Lodging,5.0,2.0,8,2.0,15,142,1,High Efficiency,9.47,2.13,9.47
Livotel Hotel Lat Phrao Bangkok,13.76804,100.64235,Hotel,112.0,3.0,47,3.0,296,3706,2,Low Efficiency,12.52,1096.98,12.52
Bed Station Hostel Khaosan,13.759802,100.49816,Specialty Lodging,16.0,0.0,9,0.0,40,347,1,High Efficiency,8.68,13.88,8.68
Na Tanao 1969,13.753281,100.498505,Bed and Breakfast,4.0,0.0,39,0.0,30,79,1,High Efficiency,2.63,2.37,2.63
Interchange Tower Serviced Apartment,13.757504,100.5462,Specialty Lodging,60.0,3.0,37,3.0,159,1986,0,High Efficiency,12.49,315.77,12.49
The Green Bells Hotel,13.743785,100.59151,Hotel,73.0,3.0,42,3.0,185,2308,0,High Efficiency,12.48,426.98,12.48
OYO 103 Euro Grande,13.738133,100.56688,Hotel,82.0,3.0,30,3.0,187,2829,2,Low Efficiency,15.13,529.02,15.13
Syama Nana,13.740768,100.55538,Hotel,32.0,3.0,13,3.0,83,1163,1,High Efficiency,14.01,96.53,14.01
Blissotel Ratchada,13.762503,100.565056,Bed and Breakfast,43.0,3.0,20,3.0,115,1425,0,High Efficiency,12.39,163.88,12.39
Maxim's Inn,13.7416,100.55572,Bed and Breakfast,34.0,3.0,29,3.0,85,1060,1,High Efficiency,12.47,90.1,12.47
O'Nidra House,13.72678,100.52085,Specialty Lodging,5.0,0.0,16,0.0,18,114,1,High Efficiency,6.33,2.05,6.33
City Park Hotel Bangkok Pratunam,13.756663,100.53375,Specialty Lodging,68.0,0.0,0,0.0,156,1394,0,High Efficiency,8.94,217.46,8.94
Live Local,13.742626,100.51087,Specialty Lodging,3.0,2.0,25,2.0,19,97,1,High Efficiency,5.11,1.84,5.11
Pranee Building,13.71396,100.50223,Bed and Breakfast,26.0,1.5,3,2.0,58,812,1,High Efficiency,14.0,47.1,14.0
Nego Home,13.738905,100.58981,Bed and Breakfast,10.0,2.0,24,2.0,36,273,1,High Efficiency,7.58,9.83,7.58
RoomQuest 2499 Heritage Hotel Chinatown,13.737122,100.51373,Hotel,24.0,0.0,0,0.0,59,562,1,High Efficiency,9.53,33.16,9.53
Baanbangkok hostel,13.78442,100.51157,Specialty Lodging,3.0,2.0,0,2.0,7,79,1,High Efficiency,11.29,0.55,11.29
KU Home Kasetsart,13.84962,100.55884,Specialty Lodging,100.0,3.0,10,3.0,225,3512,2,High Efficiency,15.61,790.2,15.61
B2 Don Mueang Premier Hotel,13.922914,100.59757,Hotel,36.0,0.0,5,0.0,87,799,1,High Efficiency,9.18,69.51,9.18
Piyavan Tower Serviced Apartment,13.779774,100.54444,Specialty Lodging,40.0,3.0,0,3.0,93,1385,0,High Efficiency,14.89,128.8,14.89
Thai Cat Hostel,13.754426,100.54225,Specialty Lodging,36.0,2.0,32,2.0,107,987,1,High Efficiency,9.22,105.61,9.22
The Exchange Hostel,13.753556,100.54341,Specialty Lodging,3.0,0.0,10,0.0,12,59,1,High Efficiency,4.92,0.71,4.92
Ruamchitt Travelodge,13.737352,100.55708,Hotel,75.0,3.0,45,3.0,183,2350,0,High Efficiency,12.84,430.05,12.84
Baan 192,13.712905,100.51441,Specialty Lodging,10.0,0.0,17,0.0,28,212,1,High Efficiency,7.57,5.94,7.57
HI Thewet,13.769016,100.5069,Bed and Breakfast,14.0,2.5,20,3.0,40,483,1,High Efficiency,12.08,19.32,12.08
VILLA23 Residence,13.87148,100.60171,Specialty Lodging,8.0,3.0,22,3.0,31,276,1,High Efficiency,8.9,8.56,8.9
Bangkok Boutique Hotel,13.74666,100.56272,Hotel,54.0,3.0,14,3.0,123,1797,0,High Efficiency,14.61,221.03,14.61
Baan Sabai Rama IV,13.719576,100.548615,Specialty Lodging,35.0,3.0,24,3.0,86,1071,1,High Efficiency,12.45,92.11,12.45
Loft 77 Hotel,13.71286,100.59483,Bed and Breakfast,45.0,3.0,28,3.0,113,1575,0,High Efficiency,13.94,177.98,13.94
Lucky Green View Hotel,13.7505,100.64311,Hotel,68.0,3.0,24,3.0,176,2368,0,High Efficiency,13.45,416.77,13.45
Naifun BB House,13.658079,100.61801,Bed and Breakfast,4.0,2.0,42,2.0,33,108,1,High Efficiency,3.27,3.56,3.27
D-Box Hostel,13.753562,100.53557,Specialty Lodging,48.0,2.0,13,2.0,124,1427,0,High Efficiency,11.51,176.95,11.51
Diamond Residence Ratchada Hotel,13.787375,100.57677,Specialty Lodging,4.0,3.0,35,3.0,26,125,1,High Efficiency,4.81,3.25,4.81
Makkasan Inn hotel,13.752978,100.54558,Hotel,40.0,2.0,23,2.0,103,1165,1,High Efficiency,11.31,120.0,11.31
B2 Srinakharin,13.80887,100.60412,Hotel,76.0,3.0,24,3.0,177,2378,0,High Efficiency,13.44,420.91,13.44
Loft 202 Hotel,13.744285,100.71641,Hotel,60.0,0.0,0,0.0,149,1223,0,High Efficiency,8.21,182.23,8.21
Baan Noppadol,13.669167,100.686035,Bed and Breakfast,1.0,2.0,23,2.0,15,28,1,High Efficiency,1.87,0.42,1.87
New Phiman Riverview Guesthouse,13.767044,100.4977,Specialty Lodging,20.0,0.0,18,0.0,57,474,1,High Efficiency,8.32,27.02,8.32
La Porte Bangkok Hotel,13.75331,100.5318,Bed and Breakfast,19.0,3.0,27,3.0,58,584,1,High Efficiency,10.07,33.87,10.07
Opera Hotel Bangkok,13.75686,100.522156,Specialty Lodging,56.0,3.5,1,4.0,114,2093,0,High Efficiency,18.36,238.6,18.36
Peerada Hostel,13.783713,100.54395,Specialty Lodging,72.0,0.0,7,0.0,167,1681,0,High Efficiency,10.07,280.73,10.07
E&G Guesthouse,13.72959,100.52362,Specialty Lodging,9.0,2.0,22,2.0,30,284,1,High Efficiency,9.47,8.52,9.47
Romance Hotel Bangna,13.698564,100.60781,Hotel,30.0,0.0,29,0.0,84,695,1,High Efficiency,8.27,58.38,8.27
Serena Sathorn Suites,13.7203,100.531364,Specialty Lodging,5.0,4.0,11,4.0,16,169,1,High Efficiency,10.56,2.7,10.56
HOMU @ Don Mueang,13.912819,100.590866,Specialty Lodging,4.0,0.0,13,0.0,15,96,1,High Efficiency,6.4,1.44,6.4
Bavana Hotel,13.730338,100.53349,Hotel,50.0,0.0,55,0.0,150,956,1,High Efficiency,6.37,143.4,6.37
Baron Residence Bangkok,13.76682,100.64384,Bed and Breakfast,10.0,3.0,30,3.0,36,299,1,High Efficiency,8.31,10.76,8.31
Hostel @ Thonglor,13.724638,100.57958,Specialty Lodging,5.0,2.0,23,2.0,23,145,1,High Efficiency,6.3,3.34,6.3
Ravipha Residences,13.840037,100.55305,Specialty Lodging,58.0,3.0,16,3.0,130,1883,0,High Efficiency,14.48,244.79,14.48
Center Point Plaza Hotel,13.759161,100.49755,Specialty Lodging,33.0,0.0,9,0.0,77,741,1,High Efficiency,9.62,57.06,9.62
Vacation Bangkok The Artistic Home,13.728156,100.50706,Bed and Breakfast,4.0,3.0,34,3.0,27,123,1,High Efficiency,4.56,3.32,4.56
Airlink B&B,13.76357,100.53701,Specialty Lodging,18.0,2.0,14,2.0,52,468,1,High Efficiency,9.0,24.34,9.0
Pannee Inter Group House,13.76019,100.49849,Bed and Breakfast,14.0,3.0,13,3.0,41,461,1,High Efficiency,11.24,18.9,11.24
B Stay Hotel,13.74985,100.61801,Hotel,95.0,4.0,35,4.0,250,3335,2,Low Efficiency,13.34,833.75,13.34
Royale 8 Ville Guesthouse,13.76325,100.503044,Specialty Lodging,22.0,3.0,1,3.0,50,690,1,High Efficiency,13.8,34.5,13.8
Netprasom Residence,13.80287,100.57028,Specialty Lodging,28.0,3.0,28,3.0,80,883,1,High Efficiency,11.04,70.64,11.04
Tanee Place,13.760319,100.49824,Bed and Breakfast,12.0,3.0,22,3.0,39,438,1,High Efficiency,11.23,17.08,11.23
OYO 112 Sleep Hotel Bangkok,13.781268,100.59166,Specialty Lodging,43.0,0.0,25,0.0,103,883,1,High Efficiency,8.57,90.95,8.57
The Old Charm Hostel,13.76357,100.53701,Bed and Breakfast,10.0,0.0,1,0.0,24,206,1,High Efficiency,8.58,4.94,8.58
Express Hostel,13.717404,100.52021,Specialty Lodging,104.0,2.0,32,2.0,265,3117,2,Low Efficiency,11.76,826.0,11.76
Hostel 24,13.699325,100.60497,Specialty Lodging,4.0,2.0,44,2.0,32,120,1,High Efficiency,3.75,3.84,3.75
Sova Hotel Bangkok,13.7259,100.56493,Hotel,39.0,0.0,30,0.0,99,895,1,High Efficiency,9.04,88.6,9.04
A7 Hidden Hostel,13.74077,100.55555,Specialty Lodging,7.0,2.0,20,2.0,26,196,1,High Efficiency,7.54,5.1,7.54
The Backpack Hostel,13.729486,100.51972,Specialty Lodging,3.0,2.0,27,2.0,20,89,1,High Efficiency,4.45,1.78,4.45
Cordia Residence Sathorn,13.722471,100.53155,Bed and Breakfast,30.0,3.0,25,3.0,75,1016,1,High Efficiency,13.55,76.2,13.55
